bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
CAPUANO2019459,Experimentation of a smart learning system for law based on knowledge discovery and cognitive computing,Nicola Capuano and Daniele Toti,Computers in Human Behavior,2019,Science@Direct,459 - 467,92,,article,https://doi.org/10.1016/j.chb.2018.03.034,http://www.sciencedirect.com/science/article/pii/S0747563218301390,,,"Adaptive learning, Knowledge discovery, Cognitive computing, Natural language processing, Ontology integration, Online dispute resolution",,0747-5632,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
FU20152743,How Big is the World you can Explore? A Study of Chinese College Students’ Search Behavior via Search Engines,Tao Fu and Kavita Karan,Procedia - Social and Behavioral Sciences,2015,Science@Direct,2743 - 2752,174,,article,https://doi.org/10.1016/j.sbspro.2015.01.961,http://www.sciencedirect.com/science/article/pii/S1877042815010204,,,"information-seeking, search engines, Google, Baidu, Chinese college students",,1877-0428,,"International Conference on New Horizons in Education, INTE 2014, 25-27 June 2014, Paris, France",,"43730,2","43730,2",marcelo.machado,,Unclassified,
LEE2012353,Knowledge maps for e-learning,Jae Hwa Lee and Aviv Segev,Computers & Education,2012,Science@Direct,353 - 364,59,,article,https://doi.org/10.1016/j.compedu.2012.01.017,http://www.sciencedirect.com/science/article/pii/S0360131512000334,,,"Knowledge maps, E-learning, Concept relation",,0360-1315,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
LIU20093497,Augmenting learning function to Bayesian network inferences with maximum likelihood parameters,WeiYi Liu and Kun Yue and JiaDong Zhang,Expert Systems with Applications,2009,Science@Direct,3497 - 3504,36,,article,https://doi.org/10.1016/j.eswa.2008.02.018,http://www.sciencedirect.com/science/article/pii/S0957417408001061,,,"Bayesian network, Inference, Learning function, Support vector machine, Maximum likelihood hypothesis",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
ROSELLAGUILAR2013121,"Delivering unprecedented access to learning through podcasting as OER, but who's listening? A profile of the external iTunes U user",Fernando Rosell-Aguilar,Computers & Education,2013,Science@Direct,121 - 129,67,,article,https://doi.org/10.1016/j.compedu.2013.03.008,http://www.sciencedirect.com/science/article/pii/S0360131513000869,,,"Adult learning, Distance education and telelearning, Evaluation of CAL systems, Lifelong learning, Media in education",,0360-1315,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
POLICICCHIO201261,"GAMoN: Discovering M-of-N{¬,∨} hypotheses for text classification by a lattice-based Genetic Algorithm",Veronica L. Policicchio and Adriana Pietramala and Pasquale Rullo,Artificial Intelligence,2012,Science@Direct,61 - 95,191-192,,article,https://doi.org/10.1016/j.artint.2012.07.003,http://www.sciencedirect.com/science/article/pii/S0004370212000896,,,,,0004-3702,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
PENAAYALA20141432,Educational data mining: A survey and a data mining-based analysis of recent works,Alejandro Peña-Ayala,Expert Systems with Applications,2014,Science@Direct,1432 - 1462,41,,article,https://doi.org/10.1016/j.eswa.2013.08.042,http://www.sciencedirect.com/science/article/pii/S0957417413006635,,,"Data mining, Educational data mining, Data mining profile, Educational data mining approach pattern, Pattern for descriptive and predictive educational data mining approaches",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
KOHOUT2018129,Learning communication patterns for malware discovery in HTTPs data,Jan Kohout and Tomáš Komárek and Přemysl Čech and Jan Bodnár and Jakub Lokoč,Expert Systems with Applications,2018,Science@Direct,129 - 142,101,,article,https://doi.org/10.1016/j.eswa.2018.02.010,http://www.sciencedirect.com/science/article/pii/S0957417418300794,,,"Hadoop, HTTPs data, Malware detection, GMM",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
UMAR20152015,Malaysian Teachers’ Levels of ICT Integration and Its Perceived Impact on Teaching and Learning,Irfan Naufal Umar and Amat Sazali Abu Hassan,Procedia - Social and Behavioral Sciences,2015,Science@Direct,2015 - 2021,197,,article,https://doi.org/10.1016/j.sbspro.2015.07.586,http://www.sciencedirect.com/science/article/pii/S1877042815046054,,,"ICT skills, ICT integration, ICT initiatives, teaching and learning.",,1877-0428,,7th World Conference on Educational Sciences,,"43730,2","43730,2",marcelo.machado,,Unclassified,
YANG201962,The reasons why elderly mobile users adopt ubiquitous mobile social service,Heng-Li Yang and Shiang-Lin Lin,Computers in Human Behavior,2019,Science@Direct,62 - 75,93,,article,https://doi.org/10.1016/j.chb.2018.12.005,http://www.sciencedirect.com/science/article/pii/S0747563218305910,,,"Elderly mobile users, Ubiquitous mobile social service, Uses and gratification theory, Media richness theory, Perceived interactive richness, Apps self-efficacy, Inertia",,0747-5632,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
AZIZ20111566,Instructional leadership enhanced creativity in smart classroom activities,Zahara Aziz and Suria Baba,Procedia - Social and Behavioral Sciences,2011,Science@Direct,1566 - 1572,15,,article,https://doi.org/10.1016/j.sbspro.2011.03.332,http://www.sciencedirect.com/science/article/pii/S1877042811005118,,,"Instructional leadership, prewriting activities, teaching and learning strategy, creative and critical thinking, brain based learning theory, cyclic pattern model",,1877-0428,,3rd World Conference on Educational Sciences - 2011,,"43730,2","43730,2",marcelo.machado,,Unclassified,
HAKAN2011592,"CIPP evaluation model scale: development, reliability and validity",Karatas Hakan and Fer Seval,Procedia - Social and Behavioral Sciences,2011,Science@Direct,592 - 599,15,,article,https://doi.org/10.1016/j.sbspro.2011.03.146,http://www.sciencedirect.com/science/article/pii/S1877042811003259,,,"CIPP model, context evaluation, input evaluation, process evaluation, product evaluation, curriculum",,1877-0428,,3rd World Conference on Educational Sciences - 2011,,"43730,2","43730,2",marcelo.machado,,Unclassified,
ZHUHADAR2015578,Semantically enriched Massive Open Online Courses (MOOCs) platform,Leyla Zhuhadar and Sebastian Ryszard Kruk and Jerry Daday,Computers in Human Behavior,2015,Science@Direct,578 - 593,51,,article,https://doi.org/10.1016/j.chb.2015.02.067,http://www.sciencedirect.com/science/article/pii/S0747563215002095,,,"Massive Open Online Courses (MOOCs), Collaborative semantic filtering techniques, Annotated information, Computing for Co-learning, Interpretability, SemanticWeb, Social networks",,0747-5632,,"Computing for Human Learning, Behaviour and Collaboration in the Social and Mobile Networks Era",,"43730,2","43730,2",marcelo.machado,,Unclassified,
LAU2016224,The relative importance of paternal and maternal parenting as predictors of adolescents' home Internet use and usage,Wilfred W.F. Lau and Allan H.K. Yuen,Computers & Education,2016,Science@Direct,224 - 233,102,,article,https://doi.org/10.1016/j.compedu.2016.09.002,http://www.sciencedirect.com/science/article/pii/S0360131516301579,,,"Computer-mediated communication, Country-specific developments, Media in education, Secondary education",,0360-1315,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
CUCEANU2015286,Learning by Researching Historical Documents and Relics,Mădălina Ţibrian Cuceanu,Procedia - Social and Behavioral Sciences,2015,Science@Direct,286 - 292,180,,article,https://doi.org/10.1016/j.sbspro.2015.02.118,http://www.sciencedirect.com/science/article/pii/S1877042815014494,,,,,1877-0428,,"The 6th International Conference Edu World 2014 “Education Facing Contemporary World Issues”, 7th - 9th November 2014",,"43730,2","43730,2",marcelo.machado,,Unclassified,
KUPCSIK2017415,Model-based contextual policy search for data-efficient generalization of robot skills,Andras Kupcsik and Marc Peter Deisenroth and Jan Peters and Ai Poh Loh and Prahlad Vadakkepat and Gerhard Neumann,Artificial Intelligence,2017,Science@Direct,415 - 439,247,,article,https://doi.org/10.1016/j.artint.2014.11.005,http://www.sciencedirect.com/science/article/pii/S0004370214001374,,,"Robotics, Reinforcement learning, Contextual policy search, Model-based policy search, Robot skill generalization, Gaussian processes, Movement primitives, Robot table tennis, Robot hockey",,0004-3702,,Special Issue on AI and Robotics,,"43730,2","43730,2",marcelo.machado,,Unclassified,
POWLEY201492,"Information capture and reuse strategies in Monte Carlo Tree Search, with applications to games of hidden information",Edward J. Powley and Peter I. Cowling and Daniel Whitehouse,Artificial Intelligence,2014,Science@Direct,92 - 116,217,,article,https://doi.org/10.1016/j.artint.2014.08.002,http://www.sciencedirect.com/science/article/pii/S0004370214001052,,,"Game tree search, Hidden information, Information reuse, Machine learning, Monte Carlo Tree Search (MCTS), Uncertainty",,0004-3702,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
RIVERA20151,Incorporating weights into real-time heuristic search,Nicolás Rivera and Jorge A. Baier and Carlos Hernández,Artificial Intelligence,2015,Science@Direct,1 - 23,225,,article,https://doi.org/10.1016/j.artint.2015.03.008,http://www.sciencedirect.com/science/article/pii/S0004370215000545,,,"Real-time heuristic search, A*, LRTA*, Weighted A*, Search in games",,0004-3702,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
KARDAN2016743,Implicit learner assessment based on semantic relevance of tags,Ahmad A. Kardan and Mohammadreza Fani Sani and Somayeh Modaberi,Computers in Human Behavior,2016,Science@Direct,743 - 749,55,,article,https://doi.org/10.1016/j.chb.2015.10.027,http://www.sciencedirect.com/science/article/pii/S0747563215302053,,,"E-learning 2.0, Learner assessment, Tagging, WordNet, Web 2.0, Keyword extraction",,0747-5632,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
LIU2011373,What comes with technological convenience? Exploring the behaviors and performances of learning with computer-mediated dictionaries,Tzu-Chien Liu and Po-Han Lin,Computers in Human Behavior,2011,Science@Direct,373 - 383,27,,article,https://doi.org/10.1016/j.chb.2010.08.016,http://www.sciencedirect.com/science/article/pii/S0747563210002748,,,"(e)Learningenvironments, Computer-assisted language learning, Cognitive process, Cognitive load, Reading comprehension, Word recognition",,0747-5632,,Current Research Topics in Cognitive Load Theory,,"43730,2","43730,2",marcelo.machado,,Unclassified,
SIMEON2016681,"Travel Communities, Innovative Tools to Support Decisions for Local Tourism Development",Maria I. Simeon and Assunta Martone,Procedia - Social and Behavioral Sciences,2016,Science@Direct,681 - 686,223,,article,https://doi.org/10.1016/j.sbspro.2016.05.237,http://www.sciencedirect.com/science/article/pii/S1877042816303160,,,"Travel community, Local Development, Decision support tools, Tourism planning and marketing",,1877-0428,,"2nd International Symposium ""NEW METROPOLITAN PERSPECTIVES"" - Strategic planning, spatial planning, economic programs and decision support tools, through the implementation of Horizon/Europe2020. ISTH2020, Reggio Calabria (Italy), 18-20 May 2016",,"43730,2","43730,2",marcelo.machado,,Unclassified,
SERDENCIUC2015966,Shaping Learning Experiences of the Future Teachers,Nadia Laura Serdenciuc,Procedia - Social and Behavioral Sciences,2015,Science@Direct,966 - 971,180,,article,https://doi.org/10.1016/j.sbspro.2015.02.257,http://www.sciencedirect.com/science/article/pii/S1877042815016031,,,"teacher education, learning experiences, reflective behavior, professional identity development, significant learning context",,1877-0428,,"The 6th International Conference Edu World 2014 “Education Facing Contemporary World Issues”, 7th - 9th November 2014",,"43730,2","43730,2",marcelo.machado,,Unclassified,
ALONSOFERNANDEZ2019103612,Applications of data science to game learning analytics data: A systematic literature review,Cristina Alonso-Fernández and Antonio Calvo-Morata and Manuel Freire and Iván Martínez-Ortiz and Baltasar Fernández-Manjón,Computers & Education,2019,Science@Direct,103612,141,,article,https://doi.org/10.1016/j.compedu.2019.103612,http://www.sciencedirect.com/science/article/pii/S0360131519301654,,,"Data science applications in education, Evaluation methodologies, Games, Teaching/learning strategies",,0360-1315,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
LEI2015326,Effect of metacognitive strategies and verbal-imagery cognitive style on biology-based video search and learning performance,Pei-Lan Lei and Chuen-Tsai Sun and Sunny S.J. Lin and Tsung-Kuan Huang,Computers & Education,2015,Science@Direct,326 - 339,87,,article,https://doi.org/10.1016/j.compedu.2015.07.004,http://www.sciencedirect.com/science/article/pii/S0360131515300099,,,"Media in education, Navigation, Human–computer interface, Teaching/learning strategies, Improving classroom teaching",,0360-1315,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
HAWLITSCHEK201779,"Increasing the effectiveness of digital educational games: The effects of a learning instruction on students’ learning, motivation and cognitive load",Anja Hawlitschek and Sven Joeckel,Computers in Human Behavior,2017,Science@Direct,79 - 86,72,,article,https://doi.org/10.1016/j.chb.2017.01.040,http://www.sciencedirect.com/science/article/pii/S0747563217300523,,,"Digital educational games, Intrinsic motivation, Cognitive load, Instructional design",,0747-5632,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
VEKIRI2013104,Information science instruction and changes in girls' and boy's expectancy and value beliefs: In search of gender-equitable pedagogical practices,Ioanna Vekiri,Computers & Education,2013,Science@Direct,104 - 115,64,,article,https://doi.org/10.1016/j.compedu.2013.01.011,http://www.sciencedirect.com/science/article/pii/S0360131513000158,,,"Gender, Information science, Pedagogy, Beliefs, Motivation",,0360-1315,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
KRISHNAMOORTHY20153751,Linguistic features for review helpfulness prediction,Srikumar Krishnamoorthy,Expert Systems with Applications,2015,Science@Direct,3751 - 3759,42,,article,https://doi.org/10.1016/j.eswa.2014.12.044,http://www.sciencedirect.com/science/article/pii/S0957417414008239,,,"Review helpfulness, Linguistic category features, Sentiment analysis, Machine learning, Text mining",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
SRINIVAS2018245,Optimizing outpatient appointment system using machine learning algorithms and scheduling rules: A prescriptive analytics framework,Sharan Srinivas and A. Ravi Ravindran,Expert Systems with Applications,2018,Science@Direct,245 - 261,102,,article,https://doi.org/10.1016/j.eswa.2018.02.022,http://www.sciencedirect.com/science/article/pii/S0957417418300988,,,"Patient scheduling, Patient-specific no-shows, Sequential scheduling rules, Machine learning, Prescriptive analytics",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
Smith201955,Knowledge-context in search systems: Toward information-literate actions,"Smith, C.L. and Rieh, S.Y.",CHIIR 2019 - Proceedings of the 2019 Conference on Human Information Interaction and Retrieval,2019,Scopus,55-62,,,conference,10.1145/3295750.3298940,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063135133&doi=10.1145%2f3295750.3298940&partnerID=40&md5=09f5ccbb33bea61a929b5cceabe5c630,,,,,,,cited By 0,,"43730,3","43732,2",marcelo.machado,,Duplicated,
Reynolds20192,Inaugural issue perspectives on Information and Learning Sciences as an integral scholarly Nexus,"Reynolds, R. and Chu, S. and Ahn, J. and Buckingham Shum, S. and Hansen, P. and Haythornthwaite, C. and Huang, H. and Meyers, E.M. and Rieh, S.Y.",Information and Learning Science,2019,Scopus,2-18,120,,article,10.1108/ILS-01-2019-138,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060556910&doi=10.1108%2fILS-01-2019-138&partnerID=40&md5=846e73d043f4b60908f7b5be249c5d4d,,,,,,,cited By 0,,"43730,3","43732,2",marcelo.machado,,Duplicated,
NoAuthor20182346,"International Conference on Information and Knowledge Management, Proceedings",,"International Conference on Information and Knowledge Management, Proceedings",2018,Scopus,2346,,,conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058042500&partnerID=40&md5=08dac6dfc9814663396cbbae465f1d7e,,,,,,,cited By 0,,"43730,3","43732,2",marcelo.machado,,Duplicated,
Moraes2018167,Contrasting search as a learning activity with instructor-designed learning,"Moraes, F. and Putra, S.R. and Hauff, C.","International Conference on Information and Knowledge Management, Proceedings",2018,Scopus,167-176,,,conference,10.1145/3269206.3271676,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058023576&doi=10.1145%2f3269206.3271676&partnerID=40&md5=acab6acf50d1ed93a88c04e2a6843b59,,,,,,,cited By 0,,"43730,3","43730,3",marcelo.machado,,Unclassified,
Reynolds2018726,Beyond Bloom's Taxonomy: Integrating “searching as learning” and e-learning research perspectives,"Reynolds, R. and Meyers, E. and Ghosh, S. and Novin, A.",Proceedings of the Association for Information Science and Technology,2018,Scopus,726-729,55,,article,10.1002/pra2.2018.14505501093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060543489&doi=10.1002%2fpra2.2018.14505501093&partnerID=40&md5=4f3c27b991ed9f16d6cfea3dc7c0d1b8,,,,,,,cited By 1,,"43730,3","43730,3",marcelo.machado,,Unclassified,
Wu20182,Collaborative information searching as learning in academic group work,"Wu, D. and Liang, S. and Yu, W.",Aslib Journal of Information Management,2018,Scopus,2-27,70,,article,10.1108/AJIM-03-2017-0063,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041377419&doi=10.1108%2fAJIM-03-2017-0063&partnerID=40&md5=ba954d1673134356f43e9112b118f116,,,,,,,cited By 3,,"43730,3","43732,2",marcelo.machado,,Duplicated,
Ghosh2017682,Information seeking in learning-oriented search,"Ghosh, S. and Shah, C.",Proceedings of the Association for Information Science and Technology,2017,Scopus,682-684,54,,article,10.1002/pra2.2017.14505401115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040787114&doi=10.1002%2fpra2.2017.14505401115&partnerID=40&md5=e05edb9e7d7528ff40d598e798662f16,,,,,,,cited By 2,,"43730,3","43730,3",marcelo.machado,,Unclassified,
Rieh201619,Towards searching as a learning process: A review of current perspectives and future directions,"Rieh, S.Y. and Collins-Thompson, K. and Hansen, P. and Lee, H.-J.",Journal of Information Science,2016,Scopus,19-34,42,,article,10.1177/0165551515615841,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954137720&doi=10.1177%2f0165551515615841&partnerID=40&md5=6bbaf6b1ca4352b791a5549abd7f2af1,,,,,,,cited By 42,,"43730,3","43730,3",marcelo.machado,,Unclassified,
Vakkari20167,Searching as learning: A systematization based on literature,"Vakkari, P.",Journal of Information Science,2016,Scopus,7-18,42,,article,10.1177/0165551515615833,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954148866&doi=10.1177%2f0165551515615833&partnerID=40&md5=37a8ddd136aecca501fd855728be8d44,,,,,,,cited By 34,,"43730,3","43732,2",marcelo.machado,,Duplicated,
Ahlers2016,Training on the job: Learning while searching in an engineering workplace,"Ahlers, D. and Mehrpoor, M.",CEUR Workshop Proceedings,2016,Scopus,,1647,,conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985898402&partnerID=40&md5=737f777c641a59cb818c37bd0b03d2cf,,,,,,,cited By 0,,"43730,3","43730,3",marcelo.machado,,Unclassified,
Fulantelli2016,SaR-Web - A tool to support search as learning processes,"Fulantelli, G. and Marenzi, I. and Ahmad, Q.A.I. and Taibi, D.",CEUR Workshop Proceedings,2016,Scopus,,1647,,conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985905302&partnerID=40&md5=cc5cef822f36036950ef8886d967d85e,,,,,,,cited By 0,,"43730,3","43730,3",marcelo.machado,,Unclassified,
Koesten2016,Learning when searching for web data,"Koesten, L. and Kacprzak, E. and Tennison, J.",CEUR Workshop Proceedings,2016,Scopus,,1647,,conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985956928&partnerID=40&md5=0e5846ff917f48fad053ceeb34c92eae,,,,,,,cited By 0,,"43730,3","43732,2",marcelo.machado,,Duplicated,
Chi2016,Exploring knowledge learning in collaborative information seeking process,"Chi, Y. and Han, S. and He, D. and Meng, R.",CEUR Workshop Proceedings,2016,Scopus,,1647,,conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985998591&partnerID=40&md5=41eaa13a2635726e2f037cdfff820de6,,,,,,,cited By 3,,"43730,3","43732,2",marcelo.machado,,Duplicated,
Freund20147,Searching as learning (SAL) workshop 2014,"Freund, L. and He, J. and Gwizdka, J. and Kando, N. and Hansen, P. and Rieh, S.Y.","Proceedings of the 5th Information Interaction in Context Symposium, IIiX 2014",2014,Scopus,7,,,conference,10.1145/2637002.2643203,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907010797&doi=10.1145%2f2637002.2643203&partnerID=40&md5=c6e2560ae999e652f240b896def04790,,,,,,,cited By 4,,"43730,3","43730,3",marcelo.machado,,Unclassified,
Rieh2014,Searching as learning: Novel measures for information interaction research,"Rieh, S.Y. and Gwizdka, J. and Freund, L. and Collins-Thompson, K.",Proceedings of the ASIST Annual Meeting,2014,Scopus,,51,,article,10.1002/meet.2014.14505101021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961927128&doi=10.1002%2fmeet.2014.14505101021&partnerID=40&md5=4eb0a487a8e05e64b7f6a902c3a5a812,,,,,,,cited By 3,,"43730,3","43730,3",marcelo.machado,,Unclassified,
ISI:000471026000008,Knowledge-Context in Search Systems: Toward Information-Literate Actions,"Smith, Catherine L. and Rieh, Soo Young",,2019,ISI Web of Science,55-62,,,inproceedings,10.1145/3295750.3298940,,,,,,,,"4th ACM SIGIR Conference on Human Information Interaction and Retrieval
 (CHIIR), Univ Strathclyde, Glasgow, SCOTLAND, MAR 10-14, 2019",,"43730,3","43732,2",marcelo.machado,,Duplicated,
ISI:000460388100004,"Searching as Learning: Exploring Search Behavior and Learning Outcomes
 in Learning-Related Tasks","Ghosh, Souvick and Rath, Manasa and Shah, Chirag",,2018,ISI Web of Science,22-31,,,inproceedings,10.1145/3176349.3176386,,,,,,,,"3rd ACM SIGIR Conference on Human Information Interaction and Retrieval
 (CHIIR), New Brunswick, NJ, MAR 11-15, 2018",,"43730,3","43732,2",marcelo.machado,,Duplicated,
ISI:000455712300020,"Contrasting Search as a Learning Activity with Instructor-designed
 Learning","Moraes, Felipe and Putra, Sindunuraga Rikarno and Hauff, Claudia",,2018,ISI Web of Science,167-176,,,inproceedings,10.1145/3269206.3271676,,,,,,,,"27th ACM International Conference on Information and Knowledge
 Management (CIKM), Torino, ITALY, OCT 22-26, 2018",,"43730,3","43732,2",marcelo.machado,,Duplicated,
ISI:000428758500001,Collaborative information searching as learning in academic group work,"Wu, Dan and Liang, Shaobo and Yu, Wenting",ASLIB JOURNAL OF INFORMATION MANAGEMENT,2018,ISI Web of Science,2-27,70,,article,10.1108/AJIM-03-2017-0063,,,,,,2050-3806,,,,"43730,3","43732,2",marcelo.machado,,Duplicated,
ISI:000368169000003,"Towards searching as a learning process: A review of current
 perspectives and future directions","Rieh, Soo Young and Collins-Thompson, Kevyn and Hansen, Preben and Lee, Hye-Jung",JOURNAL OF INFORMATION SCIENCE,2016,ISI Web of Science,19-34,42,,article,10.1177/0165551515615841,,,,,,0165-5515,,,,"43730,3","43732,2",marcelo.machado,,Duplicated,
ISI:000368169000006,"The effects of textual environment on reading comprehension:
 Implications for searching as learning","Freund, Luanne and Kopak, Rick and O'Brien, Heather",JOURNAL OF INFORMATION SCIENCE,2016,ISI Web of Science,79-93,42,,article,10.1177/0165551515614472,,,,,,0165-5515,,,,"43730,3","43732,2",marcelo.machado,,Duplicated,
ISI:000368169000002,Searching as learning: A systematization based on literature,"Vakkari, Pertti",JOURNAL OF INFORMATION SCIENCE,2016,ISI Web of Science,7-18,42,,article,10.1177/0165551515615833,,,,,,0165-5515,,,,"43730,3","43730,3",marcelo.machado,,Unclassified,
20185006229566,Contrasting search as a learning activity with instructor-designed learning,"Moraes, Felipe and Putra, Sindunuraga Rikarno and Hauff, Claudia","International Conference on Information and Knowledge Management, Proceedings",2018,El Compendex,167 - 176,,"The field of Search as Learning addresses questions surrounding human learning during the search process. Existing research has largely focused on observing how users with learning-oriented information needs behave and interact with search engines. What is not yet quantified is the extent to which search is a viable learning activity compared to instructor-designed learning. Can a search session be as effective as a lecture video'our instructor-designed learning artefact'for learning? To answer this question, we designed a user study that pits instructor-designed learning (a short high-quality video lecture as commonly found in online learning platforms) against three instances of search, specifically (i) single-user search, (ii) search as a support tool for instructor-designed learning, and, (iii) collaborative search. We measured the learning gains of 151 study participants in a vocabulary learning task and report three main results: (i) lecture video watching yields up to 24% higher learning gains than single-user search, (ii) collaborative search for learning does not lead to increased learning, and (iii) lecture video watching supported by search leads up to a 41% improvement in learning gains over instructor-designed learning without a subsequent search phase.<br/> &copy; 2018 Association for Computing Machinery.",inproceedings,,http://dx.doi.org/10.1145/3269206.3271676,,,Knowledge management;Search engines;,,,English,Collaborative searches;High quality video;Higher learning;Human learning;Learning Activity;Online learning;Search sessions;Vocabulary learning;,,"43730,3","43732,2",marcelo.machado,,Duplicated,
20160301815382,The effects of textual environment on reading comprehension: Implications for searching as learning,"Freund, Luanne and Kopak, R.I.C.K. and O'Brien, Heather",Journal of Information Science,2016,El Compendex,79 - 93,42,"This paper reports on a study of digital reading that investigates the effects of different textual environments on information interaction and comprehension outcomes. While there is a large body of literature that compares print and digital reading, research that compares differently designed digital reading environments is limited. Such work can inform the design of information and search systems intended to support learning. This study investigated the effects of two design dimensions: Text Presentation (Plain Text vs In-Context) and Interactivity (availability of Reading Tools). Results show that the simplest textual environment (Plain Text presentation with no Interactivity) was associated with the highest comprehension outcomes, but that Interactivity mitigated the negative effects of texts presented In-Context. Both time spent reading and certain reading behaviours varied to some extent by condition and may be associated with comprehension; however, personal characteristics of the readers played little to no role in determining outcomes.<br/> &copy; 2016 Chartered Institute of Library and Information Professionals.",article,,http://dx.doi.org/10.1177/0165551515614472,,,Information science;Information systems;,,1655515,English,Information interaction;Integration models;Interactivity;learning;reading;Text comprehensions;,,"43730,3","43730,3",marcelo.machado,,Unclassified,
20191206671407,Knowledge-context in search systems: Toward information-literate actions,"Smith, Catherine L. and Rieh, Soo Young",CHIIR 2019 - Proceedings of the 2019 Conference on Human Information Interaction and Retrieval,2019,El Compendex,55 - 62,,"In this perspectives paper we define knowledge-context as meta information that searchers use when making sense of information displayed in and accessible from a search engine results page (SERP). We argue that enriching the knowledge-context in SERPs has great potential for facilitating human learning, critical thinking, and creativity by expanding searchers' information-literate actions such as comparing, evaluating, and differentiating between information sources. Thus it supports the development of learning-centric search systems. Using theories and empirical findings from psychology and the learning sciences, we first discuss general effects of Web search on memory and learning. After reviewing selected research addressing metacognition and self-regulated learning, we discuss design goals for search systems that support metacognitive skills required for long-term learning, creativity, and critical thinking. We then propose that SERPs make both bibliographic and inferential knowledge-context readily accessible to motivate and facilitate information-literate actions for learning and creative endeavors. A brief discussion of related ideas, designs, and prototypes found in prior work follows. We conclude the paper by presenting future research directions and questions on knowledge-context, information-literate actions, and learning-centric search systems.<br/> &copy; 2019 Copyright is held by the owner/author(s). Publication rights licensed to ACM.",inproceedings,,http://dx.doi.org/10.1145/3295750.3298940,,,Cognitive systems;Information use;Safety devices;,,,English,Information literacy;Learning-centric search;Metacognition;Search interaction;Searching as learning;Transactive memory;,,"43730,3","43730,3",marcelo.machado,,Unclassified,
20185006228501,"International Conference on Information and Knowledge Management, Proceedings",,"International Conference on Information and Knowledge Management, Proceedings",2018,El Compendex,2346 -,,"The proceedings contain 309 papers. The topics discussed include: multi-source pointer network for product title summarization; exploring a high-quality outlying feature value set for noise-resilient outlier detection in categorical data; neural relational topic models for scientific article analysis; mathematics content understanding for cyberlearning via formula evolution map; a quest for structure: jointly learning the graph structure and semi-supervised classification; mining (maximal) span-cores from temporal networks; attention-based adaptive model to unify warm and cold starts recommendation; an attentive interaction network for context-aware recommendations; contrasting search as a learning activity with instructor-designed learning; and towards conversational search and recommendation: system ask, user respond.<br/>",inproceedings,,,,,,,,English,,,"43730,3","43730,3",marcelo.machado,,Unclassified,
20163702794917,Learning when searching for web data,"Koesten, Laura and Kacprzak, Emilia and Tennison, Jenifer",CEUR Workshop Proceedings,2016,El Compendex,,1647,"Searching on the web increasingly involves searching for data as well as searching for traditional web pages. To support learning from data on the web and facilitating learning through searching for data, the different characteristics of these sources need to be considered. Data usually needs additional context in order to be transformed into information and subsequently knowledge of an individual. Searching for data on the web requires a means to understand, analyse and interpret the data found. This can either be provided by the system; by the way context is presented; or by the user's prior knowledge of the topic and general data literacy skills. Therefore searching for data on the web should be considered an area in its own right for future research in the context of search as a learning activity.<br/>",inproceedings,,,,,,,16130073,English,Context- awareness;Data discovery;Human-information interaction;Sensemaking;Web searches;,,"43730,3","43730,3",marcelo.machado,,Unclassified,
